"","exp_id","cmap_score","p","q","subset_comparison_id","analysis_id","name","concentration","duration","cell_line","array_platform","vehicle","vendor","vendor_catalog_id","vendor_catalog_name","drug_concept_id","cas_number","DrugBank.ID","valid"
"351",1758,0.241886552995114,0,0,"preeclampsia_vs_PretermControls","cmap","medrysone",1.16e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","743","Medrysone [2668-66-8]","C0065865","2668-66-8","DB00253",1
"352",1759,0.186008127108655,2e-05,0.000301980198019802,"preeclampsia_vs_PretermControls","cmap","demeclocycline",8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","753","Demeclocycline hydrochloride [64-73-3]","C0011276","64-73-3","DB00618",1
"353",1761,0.24915707618829,0,0,"preeclampsia_vs_PretermControls","cmap","levonorgestrel",1.28e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","773","Norgestrel-(-)-D [797-63-7]","C0023566","797-63-7","DB00367",1
"354",1762,0.199619311909879,0,0,"preeclampsia_vs_PretermControls","cmap","cloperastine",1.1e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","793","Cloperastine hydrochloride [14984-68-0]","MMS_608","14984-68-0","DB09002",1
"355",1764,0,1,1,"preeclampsia_vs_PretermControls","cmap","flumetasone",9.8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","734","Flumethasone [2135-17-3]","NULL","2135-17-3","DB00663",1
"356",1766,0.159522865627984,0.00028,0.00247536231884058,"preeclampsia_vs_PretermControls","cmap","fenoprofen",7.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","754","Fenoprofen calcium salt dihydrate [53746-45-5]","C0015837","53746-45-5","DB00573",1
"357",1773,0.238279214983369,0,0,"preeclampsia_vs_PretermControls","cmap","sulfadimidine",1.34e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","775","Sulfamethazine sodium salt [1981-58-4]","NULL","1981-58-4","DB01582",1
"358",1774,0.152547682470795,0.00065,0.00485906862745098,"preeclampsia_vs_PretermControls","cmap","dicoumarol",1.18e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","785","Dicumarol [66-76-2]","NULL","66-76-2","DB00266",1
"359",1783,-0.156317718315653,0.00041,0.00338430311231394,"preeclampsia_vs_PretermControls","cmap","thiamazole",3.5e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","786","Methimazole [60-56-0]","NULL","60-56-0","DB00763",1
"360",1790,-0.15604717624456,0.00044,0.0036221322537112,"preeclampsia_vs_PretermControls","cmap","sulfadimethoxine",1.28e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","728","Sulfadimethoxine [122-11-2]","C0038676","122-11-2","DB06150",1
"361",1793,0,1,1,"preeclampsia_vs_PretermControls","cmap","procainamide",1.48e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","337","Procainamide hydrochloride [614-39-1]","C0033216","614-39-1","DB01035",1
"362",1795,0.085915757794344,0.20175,0.413672268907563,"preeclampsia_vs_PretermControls","cmap","amoxicillin",1.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","357","Amoxicillin [26787-78-0]","MMS_106","26787-78-0","DB01060",1
"363",1799,0.170563507463898,7e-05,0.000807183364839319,"preeclampsia_vs_PretermControls","cmap","clomifene",6.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","397","Clomiphene citrate (Z,E) [50-41-9]","APRD00880","50-41-9","DB00882",1
"364",1802,0.104659914334002,0.06212,0.162005985463873,"preeclampsia_vs_PretermControls","cmap","chlorprothixene",1.14e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","348","Chlorprothixene hydrochloride [6469-93-8]","C0304384","6469-93-8","DB01239",1
"365",1804,0.134848435169757,0.00438,0.0212892430278884,"preeclampsia_vs_PretermControls","cmap","bepridil",1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","368","Bepridil hydrochloride [74764-40-2]","C0005116","74764-40-2","DB01244",1
"366",1805,-0.0895372128445344,0.16607,0.35432913606156,"preeclampsia_vs_PretermControls","cmap","bezafibrate",1.1e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","378","Bezafibrate [41859-67-0]","C0005330","41859-67-0","DB01393",1
"367",1809,0.0954690185238728,0.11716,0.266272727272727,"preeclampsia_vs_PretermControls","cmap","guanfacine",1.42e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","339","Guanfacine hydrochloride [29110-48-3]","C0700472","29110-48-3","DB01018",1
"368",1810,0,1,1,"preeclampsia_vs_PretermControls","cmap","ritodrine",1.24e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","349","Ritodrine hydrochloride [23239-51-2]","C0035661","23239-51-2","DB00867",1
"369",1811,0,1,1,"preeclampsia_vs_PretermControls","cmap","dextromethorphan",1.08e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","359","Dextromethorphan hydrobromide monohydrate [6700-34-1]","C0872890","6700-34-1","DB00514",1
"370",1819,0,1,1,"preeclampsia_vs_PretermControls","cmap","clozapine",1.22e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","350","Clozapine [5786-21-0]","C0009079","5786-21-0","DB00363",1
"371",1824,0,1,1,"preeclampsia_vs_PretermControls","cmap","testosterone",1.16e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","401","Testosterone propionate [57-85-2]","C0076195","57-85-2","DB00624",1
"372",1828,0,1,1,"preeclampsia_vs_PretermControls","cmap","estradiol",1.46e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","441","Estradiol-17 beta [50-28-2]","C1330622","50-28-2","DB00783",1
"373",1831,0,1,1,"preeclampsia_vs_PretermControls","cmap","ouabain",5.4e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","471","Strophantine octahydrate [11018-89-6]","C0029904","11018-89-6","DB01092",1
"374",1833,0,1,1,"preeclampsia_vs_PretermControls","cmap","anisomycin",1.5e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","412","Anisomycin [22862-76-6]","NULL","22862-76-6","DB07374",1
"375",1834,-0.140526672343289,0.00245,0.0138765088207985,"preeclampsia_vs_PretermControls","cmap","haloperidol",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502",1
"376",1838,0,1,1,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"377",1839,-0.133909714211527,0.00483,0.0229820592823713,"preeclampsia_vs_PretermControls","cmap","estradiol",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622","NULL","DB00783",1
"378",1840,0.0932283837092193,0.13387,0.296624409734835,"preeclampsia_vs_PretermControls","cmap","valproic acid",0.001,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"379",1842,0.155446684623871,0.00048,0.00387301587301587,"preeclampsia_vs_PretermControls","cmap","tretinoin",1e-06,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R2625","retinoic acid","C0040845","NULL","DB00755",1
"380",1845,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",2e-04,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"381",1846,0.151445145908079,0.00073,0.00533293413173653,"preeclampsia_vs_PretermControls","cmap","prochlorperazine",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P9178","prochlorperazine dimaleate salt","C0770888","NULL","DB00433",1
"382",1848,0.149046491340501,0.00098,0.006671875,"preeclampsia_vs_PretermControls","cmap","chlorpromazine",1e-06,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","C0982","chlorpromazine hydrochloride","C0008286","NULL","DB00477",1
"383",1851,0,1,1,"preeclampsia_vs_PretermControls","cmap","vorinostat",1e-05,6,"HL60","HT_HG-U133A","DMSO","BioVision","1604-1","SAHA","MMS_422","NULL","DB02546",1
"384",1852,0,1,1,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"385",1853,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",5e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"386",1855,0.110273817555204,0.0405,0.116643059490085,"preeclampsia_vs_PretermControls","cmap","trifluoperazine",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","T6062","trifluoperazine dihydrochloride","C0304381","NULL","DB00831",1
"387",1859,0,1,1,"preeclampsia_vs_PretermControls","cmap","geldanamycin",1e-06,6,"HL60","HT_HG-U133A","DMSO","MP Biomedicals","195994","geldanamycin","EXPT01571","NULL","DB02424",1
"388",1861,0.17226541787593,7e-05,0.000807183364839319,"preeclampsia_vs_PretermControls","cmap","thioridazine",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","T9025","thioridazine hydrochloride","C0039943","NULL","DB00679",1
"389",1864,-0.193425782133609,1e-05,0.000204697986577181,"preeclampsia_vs_PretermControls","cmap","rosiglitazone",1e-05,6,"HL60","HT_HG-U133A","DMSO","LKT Laboratories","R5772","rosiglitazone","C0289313","NULL","DB00412",1
"390",1866,0,1,1,"preeclampsia_vs_PretermControls","cmap","genistein",1e-05,6,"HL60","HT_HG-U133A","DMSO","Calbiochem","345834","genistein","NULL","NULL","DB01645",1
"391",1871,0,1,1,"preeclampsia_vs_PretermControls","cmap","valproic acid",5e-04,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","P4543","2-propylpentanoic acid","NULL","NULL","DB00313",1
"392",1872,0,1,1,"preeclampsia_vs_PretermControls","cmap","estradiol",1e-08,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","E1024","estradiol, USP","C1330622","NULL","DB00783",1
"393",1873,0,1,1,"preeclampsia_vs_PretermControls","cmap","sirolimus",1e-07,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","R0395","Rapamycin","C0072980","NULL","DB00877",1
"394",1875,-0.105610516787932,0.05804,0.153731654363873,"preeclampsia_vs_PretermControls","cmap","haloperidol",1e-05,6,"HL60","HT_HG-U133A","DMSO","Sigma-Aldrich","H1512","haloperidol","C0720809","NULL","DB00502",1
"395",1876,0.155624368873164,0.00046,0.0037313829787234,"preeclampsia_vs_PretermControls","cmap","ribostamycin",7.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","758","Ribostamycin sulfate salt [53797-35-6]","NULL","53797-35-6","DB03615",1
"396",1884,0.178705850928711,3e-05,0.000434679334916865,"preeclampsia_vs_PretermControls","cmap","zomepirac",1.28e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","779","Zomepirac sodium salt [64092-48-4]","C0149477","64092-48-4","DB04828",1
"397",1893,0.18293972049423,2e-05,0.000301980198019802,"preeclampsia_vs_PretermControls","cmap","cinoxacin",1.52e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","780","Cinoxacin [28657-80-9]","C0008806","28657-80-9","DB00827",1
"398",1904,0.193620895336525,1e-05,0.000204697986577181,"preeclampsia_vs_PretermControls","cmap","methazolamide",1.7e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","802","Methazolamide [554-57-4]","C0025631","554-57-4","DB00703",1
"399",1918,0.106750974779435,0.05353,0.144868234250222,"preeclampsia_vs_PretermControls","cmap","papaverine",1.06e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","583","Papaverine hydrochloride [61-25-6]","C0700461","61-25-6","DB01113",1
"400",1922,0.10703907000097,0.05238,0.142514719000892,"preeclampsia_vs_PretermControls","cmap","pyridoxine",1.94e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","623","Pyridoxine hydrochloride [58-56-0]","C0772119","58-56-0","DB00165",1
"401",1925,0.14691626749809,0.00123,0.00808512931034483,"preeclampsia_vs_PretermControls","cmap","dacarbazine",2.2e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","574","Dacarbazine [4342-03-4]","C0010927","4342-03-4","DB00851",1
"402",1931,0.0625771469241747,0.45022,0.841811216671774,"preeclampsia_vs_PretermControls","cmap","riboflavin",1.06e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","634","Riboflavine [83-88-5]","EXPT02760","83-88-5","DB00140",1
"403",1932,0.107486509741502,0.05063,0.138868255395683,"preeclampsia_vs_PretermControls","cmap","atropine",5.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","565","Atropine sulfate monohydrate [5908-99-6]","C0004259","5908-99-6","DB00572",1
"404",1933,0.131483405152214,0.00617,0.0278174427198817,"preeclampsia_vs_PretermControls","cmap","ipratropium bromide",9.8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","575","Ipratropium bromide [22254-24-6]","C0700580","22254-24-6","DB00332",1
"405",1940,0.122313043216188,0.01503,0.05503181272509,"preeclampsia_vs_PretermControls","cmap","acepromazine",9e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","576","Acetopromazine maleate salt [3598-37-6]","C0000959","3598-37-6","DB01614",1
"406",1956,0.0607486385544682,0.46305,0.864586776859504,"preeclampsia_vs_PretermControls","cmap","rescinnamine",6.4e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","568","Rescinnamin [24815-24-5]","C0035167","24815-24-5","DB01180",1
"407",1958,0,1,1,"preeclampsia_vs_PretermControls","cmap","galantamine",1.08e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","588","Galanthamine hydrobromide [1953-04-4]","C0949312","1953-04-4","DB00674",1
"408",1964,0,1,1,"preeclampsia_vs_PretermControls","cmap","co-dergocrine mesilate",6.4e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","569","Dihydroergotoxine mesylate [8067-24-1]","NULL","8067-24-1","DB01049",1
"409",1967,0,1,1,"preeclampsia_vs_PretermControls","cmap","bicuculline",1.08e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","589","Bicuculline (+) [485-49-4]","NULL","485-49-4","DB11562",1
"410",1969,0,1,1,"preeclampsia_vs_PretermControls","cmap","diflorasone",8e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","619","Diflorasone Diacetate [33564-31-7]","C0304612","33564-31-7","DB00223",1
"411",1993,0.120183274762113,0.01778,0.0619406053683609,"preeclampsia_vs_PretermControls","cmap","benzocaine",2.42e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","712","Benzocaine [94-09-7]","C0005059","94-09-7","DB01086",1
"412",1999,0.125526718710102,0.0111,0.0437403100775194,"preeclampsia_vs_PretermControls","cmap","omeprazole",1.16e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","493","Omeprazole [73590-58-6]","C0771765","73590-58-6","DB00338",1
"413",2000,0.0946775949931791,0.12304,0.277260435906908,"preeclampsia_vs_PretermControls","cmap","cetirizine",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","503","Cetirizine dihydrochloride [83881-52-1]","C0055147","83881-52-1","DB00341",1
"414",2004,0,1,1,"preeclampsia_vs_PretermControls","cmap","betahistine",1.72e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","543","Betahistine mesylate [54856-23-4]","C0005301","54856-23-4","DB06698",1
"415",2008,0,1,1,"preeclampsia_vs_PretermControls","cmap","propylthiouracil",2.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","494","Propylthiouracil [51-52-5]","C0033511","51-52-5","DB00550",1
"416",2012,0.0886464732574441,0.17506,0.370015939015939,"preeclampsia_vs_PretermControls","cmap","tobramycin",8.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","544","Tobramycin [32986-56-4]","C0027519","32986-56-4","DB00684",1
"417",2014,0.0797649517238684,0.26797,0.526786013535288,"preeclampsia_vs_PretermControls","cmap","cefaclor",1.04e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","485","Cefaclor [70356-03-5]","C0007537","70356-03-5","DB00833",1
"418",2015,0,1,1,"preeclampsia_vs_PretermControls","cmap","terconazole",7.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","495","Terconazole [67915-31-5]","C0076115","67915-31-5","DB00251",1
"419",2019,0,1,1,"preeclampsia_vs_PretermControls","cmap","methoxamine",1.62e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","535","Methoxamine hydrochloride [61-16-5]","C0025681","61-16-5","DB00723",1
"420",2028,-0.136556679619567,0.00362,0.0185251677852349,"preeclampsia_vs_PretermControls","cmap","mycophenolic acid",1.24e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","556","Mycophenolic acid [24280-93-1]","C0026933","24280-93-1","DB01024",1
"421",2032,0,1,1,"preeclampsia_vs_PretermControls","cmap","piracetam",2.82e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","537","Piracetam [7491-74-9]","C0031977","7491-74-9","DB09210",1
"422",2036,0,1,1,"preeclampsia_vs_PretermControls","cmap","resveratrol",1.76e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","508","Resveratrol [501-36-0]","EXPT02968","501-36-0","DB02709",1
"423",2037,0.117315984196866,0.02275,0.0744900697799249,"preeclampsia_vs_PretermControls","cmap","budesonide",9.2e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","518","Budesonide [51333-22-3]","C0054201","51333-22-3","DB01222",1
"424",2038,0,1,1,"preeclampsia_vs_PretermControls","cmap","triflusal",1.62e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","528","Triflusal [322-79-2]","C0077126","322-79-2","DB08814",1
"425",2039,0,1,1,"preeclampsia_vs_PretermControls","cmap","phenindione",1.8e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","538","Phenindione [83-12-5]","C0031406","83-12-5","DB00498",1
"426",2041,-0.122217370266487,0.01521,0.0556241007194245,"preeclampsia_vs_PretermControls","cmap","gliclazide",1.24e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","558","Gliclazide [21187-98-4]","C0017631","21187-98-4","DB01120",1
"427",2042,0.0997052478289568,0.0889,0.214090011843664,"preeclampsia_vs_PretermControls","cmap","propafenone",1.06e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","499","Propafenone hydrochloride [34183-22-7]","C0033429","34183-22-7","DB01182",1
"428",2044,0,1,1,"preeclampsia_vs_PretermControls","cmap","imipenem",1.34e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","519","Imipenem [74431-23-5]","MMS_109","74431-23-5","DB01598",1
"429",2046,0,1,1,"preeclampsia_vs_PretermControls","cmap","thiocolchicoside",7e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","539","Thiocolchicoside [602-41-5]","C0076456","602-41-5","DB11582",1
"430",2047,0,1,1,"preeclampsia_vs_PretermControls","cmap","trimetazidine",1.18e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","549","Trimetazidine dihydrochloride [13171-25-0]","C0041037","13171-25-0","DB09069",1
"431",2057,0.169165672264135,9e-05,0.000968253968253968,"preeclampsia_vs_PretermControls","cmap","prenylamine",9.6e-06,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","560","Prenylamine lactate [69-43-2]","C0033059","69-43-2","DB04825",1
"432",2070,0.11699936510586,0.0234,0.0761686232657417,"preeclampsia_vs_PretermControls","cmap","ajmaline",1.22e-05,6,"MCF7","HT_HG-U133A","DMSO","Prestwick Chemical","602","Ajmaline [4360-12-7]","C0001888","4360-12-7","DB01426",1
"433",2078,0.180420056825841,2e-05,0.000301980198019802,"preeclampsia_vs_PretermControls","cmap","etofenamate",1.08e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1014","Etofenamate [30544-47-9]","C0059868","30544-47-9","DB08984",1
"434",2084,0.211585013053914,0,0,"preeclampsia_vs_PretermControls","cmap","fluvoxamine",9.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","995","Fluvoxamine maleate [61718-82-9]","C0085228","61718-82-9","DB00176",1
"435",2085,0,1,1,"preeclampsia_vs_PretermControls","cmap","apramycin",7.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1005","Apramycin [37321-09-8]","NULL","37321-09-8","DB04626",1
"436",2087,0.245038958058237,0,0,"preeclampsia_vs_PretermControls","cmap","letrozole",1.4e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1025","Letrozole [112809-51-5]","C0246421","112809-51-5","DB01006",1
"437",2089,0.190692085946848,1e-05,0.000204697986577181,"preeclampsia_vs_PretermControls","cmap","sotalol",1.3e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","966","Sotalol hydrochloride [959-24-0]","C0037707","959-24-0","DB00489",1
"438",2107,0.241571341468059,0,0,"preeclampsia_vs_PretermControls","cmap","zuclopenthixol",9.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","998","Zuclopenthixol hydrochloride [633-59-0]","C0350505","633-59-0","DB01624",1
"439",2116,0.26457747745331,0,0,"preeclampsia_vs_PretermControls","cmap","pivampicillin",8.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1009","Pivampicillin [33817-20-8]","C0085884","33817-20-8","DB01604",1
"440",2118,0,1,1,"preeclampsia_vs_PretermControls","cmap","risperidone",9.8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1029","Risperidone [106266-06-2]","C0073393","106266-06-2","DB00734",1
"441",2119,0.224879247572615,0,0,"preeclampsia_vs_PretermControls","cmap","levocabastine",8.8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1039","Levocabastine hydrochloride [79547-78-7]","C0064870","79547-78-7","DB01106",1
"442",2124,0.208024662838755,0,0,"preeclampsia_vs_PretermControls","cmap","lymecycline",6.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1000","Lymecycline [992-21-2]","C0024200","992-21-2","DB00256",1
"443",2126,0.195795043453983,0,0,"preeclampsia_vs_PretermControls","cmap","rimexolone",1.08e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1020","Rimexolone [49697-38-3]","C0140594","49697-38-3","DB00896",1
"444",2127,0,1,1,"preeclampsia_vs_PretermControls","cmap","torasemide",1.14e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1030","Torsemide [56211-40-6]","APRD00217","56211-40-6","DB00214",1
"445",2128,0.218167941257223,0,0,"preeclampsia_vs_PretermControls","cmap","pyrvinium",3.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1040","Pyrvinium pamoate [3546-41-6]","C0072804","3546-41-6","DB06816",1
"446",2129,0,1,1,"preeclampsia_vs_PretermControls","cmap","etomidate",1.64e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1041","Etomidate [33125-97-2]","C0015131","33125-97-2","DB00292",1
"447",2136,0.267466585259792,0,0,"preeclampsia_vs_PretermControls","cmap","iopanoic acid",7e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1052","Iopanoic acid [96-83-3]","C0022028","96-83-3","DB08946",1
"448",2138,-0.273105203648008,0,0,"preeclampsia_vs_PretermControls","cmap","lansoprazole",1.08e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1072","Lansoprazole [103577-45-3]","MMS_95","103577-45-3","DB00448",1
"449",2149,0,1,1,"preeclampsia_vs_PretermControls","cmap","viomycin",5.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1113","Viomycin sulfate [37883-00-4]","NULL","37883-00-4","DB06827",1
"450",2150,-0.227550555557212,0,0,"preeclampsia_vs_PretermControls","cmap","levopropoxyphene",7.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","1054","Levopropoxyphene napsylate [5714-90-9]","C1321938","5714-90-9","DB06793",1
"451",2152,0.182205510298235,2e-05,0.000301980198019802,"preeclampsia_vs_PretermControls","cmap","liothyronine",6.2e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","853","Liothyronine [6893-02-3]","C0041014","6893-02-3","DB00279",1
"452",2160,0.156706412960716,0.00038,0.00316666666666667,"preeclampsia_vs_PretermControls","cmap","roxithromycin",4.8e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","854","Roxithromycin [80214-83-1]","C0035891","80214-83-1","DB00778",1
"453",2169,0.162630311442568,0.00022,0.00206779661016949,"preeclampsia_vs_PretermControls","cmap","beclometasone",7.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","855","Beclomethasone dipropionate [5534-09-8]","NULL","5534-09-8","DB00394",1
"454",2171,0.219017323303529,0,0,"preeclampsia_vs_PretermControls","cmap","reserpine",6.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","875","Reserpine [50-55-5]","C0035179","50-55-5","DB00206",1
"455",2188,-0.184936060165576,2e-05,0.000301980198019802,"preeclampsia_vs_PretermControls","cmap","nadolol",1.3e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","818","Nadolol [42200-33-9]","C0027302","42200-33-9","DB01203",1
"456",2191,-0.167753471632287,9e-05,0.000968253968253968,"preeclampsia_vs_PretermControls","cmap","iodixanol",2.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","848","Iodixanol [92339-11-2]","C0063757","92339-11-2","DB01249",1
"457",2192,0.249022819426767,0,0,"preeclampsia_vs_PretermControls","cmap","doxazosin",7.4e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","858","Doxazosin mesylate [77883-43-3]","C0077770","77883-43-3","DB00590",1
"458",2193,0.13601725143497,0.00389,0.0195783828382838,"preeclampsia_vs_PretermControls","cmap","paracetamol",2.64e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","868","Acetaminophen [103-90-2]","NULL","103-90-2","DB00316",1
"459",2194,0.176800671722636,4e-05,0.000512605042016807,"preeclampsia_vs_PretermControls","cmap","ioversol",5e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","878","Ioversol [87771-40-2]","C0063828","87771-40-2","DB09134",1
"460",2196,0.284161784075716,0,0,"preeclampsia_vs_PretermControls","cmap","latamoxef",7e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","819","Moxalactam disodium salt [64953-12-4]","NULL","64953-12-4","DB04570",1
"461",2198,0.174616877652223,4e-05,0.000512605042016807,"preeclampsia_vs_PretermControls","cmap","ganciclovir",1.56e-05,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","839","Ganciclovir [82410-32-0]","C0017066","82410-32-0","DB01004",1
"462",2199,0.141094210407958,0.00225,0.0129725897920605,"preeclampsia_vs_PretermControls","cmap","rolitetracycline",7.6e-06,6,"HL60","HT_HG-U133A","DMSO","Prestwick Chemical","849","Rolitetracycline [751-97-3]","C0035823","751-97-3","DB01301",1
