exp_id	cmap_score	p	q	subset_comparison_id	analysis_id	name	concentration	duration	cell_line	array_platform	vehicle	vendor	vendor_catalog_id	vendor_catalog_name	drug_concept_id	cas_number	DrugBank.ID	valid	mycolor
2138	-0.273105203648008	0	0	preeclampsia_vs_PretermControls	cmap	lansoprazole	1.08e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1072	Lansoprazole [103577-45-3]	MMS_95	103577-45-3	DB00448	1	red
1268	-0.252918045665349	0	0	preeclampsia_vs_PretermControls	cmap	methotrexate	8.8e-06	6	HL60	HG-U133A	DMSO	Prestwick Chemical	135	Methotrexate [59-05-2]	C0025677	59-05-2	DB00563	1	red
2298	-0.247929639024429	0	0	preeclampsia_vs_PretermControls	cmap	halofantrine	7.4e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1031	Halofantrine hydrochloride [36167-63-2]	C0148859	36167-63-2	DB01218	1	red
1749	-0.22756723932992	0	0	preeclampsia_vs_PretermControls	cmap	streptozocin	1.5e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	732	Streptozotocin [18883-66-4]	C0038432	18883-66-4	DB00428	1	red
2150	-0.227550555557212	0	0	preeclampsia_vs_PretermControls	cmap	levopropoxyphene	7.4e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1054	Levopropoxyphene napsylate [5714-90-9]	C1321938	5714-90-9	DB06793	1	red
577	-0.226638702510862	0	0	preeclampsia_vs_PretermControls	cmap	domperidone	7.4e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	461	Domperidone maleate	C0771334	NULL	DB01184	1	red
491	-0.219633836313891	0	0	preeclampsia_vs_PretermControls	cmap	fulvestrant	1e-08	6	HL60	HT_HG-U133A	DMSO	Tocris	1047	ICI 182,780	C0935916	NULL	DB00947	1	red
497	-0.206810887325003	0	0	preeclampsia_vs_PretermControls	cmap	haloperidol	1e-05	6	HL60	HT_HG-U133A	DMSO	Sigma-Aldrich	H1512	haloperidol	C0720809	NULL	DB00502	1	red
1094	-0.206697205836522	0	0	preeclampsia_vs_PretermControls	cmap	metformin	2.42e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	4	Metformin hydrochloride [1115-70-4]	C0025598	1115-70-4	DB00331	1	red
4864	-0.200875521336848	0	0	preeclampsia_vs_PretermControls	cmap	estradiol	1e-08	6	HL60	HT_HG-U133A	DMSO	Sigma-Aldrich	E1024	estradiol, USP	C1330622	NULL	DB00783	1	red
495	-0.199692877825767	0	0	preeclampsia_vs_PretermControls	cmap	sirolimus	1e-07	6	HL60	HT_HG-U133A	DMSO	Sigma-Aldrich	R0395	Rapamycin	C0072980	NULL	DB00877	1	red
1593	-0.196233872215052	0	0	preeclampsia_vs_PretermControls	cmap	fludrocortisone	9.4e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	281	Fludrocortisone acetate [514-36-3]	C0616274	514-36-3	DB00687	1	red
1104	-0.195124711821981	0	0	preeclampsia_vs_PretermControls	cmap	dapsone	1.62e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	35	Dapsone [80-08-0]	C0010980	80-08-0	DB00250	1	red
1864	-0.193425782133609	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	rosiglitazone	1e-05	6	HL60	HT_HG-U133A	DMSO	LKT Laboratories	R5772	rosiglitazone	C0289313	NULL	DB00412	1	red
1272	-0.189139542909339	1e-05	0.000204697986577181	preeclampsia_vs_PretermControls	cmap	guanabenz	1.38e-05	6	HL60	HG-U133A	DMSO	Prestwick Chemical	96	Guanabenz acetate [23256-50-0]	C0733381	23256-50-0	DB00629	1	red
1673	-0.187491740911525	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	cefotiam	7.2e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	482	Cefotiam hydrochloride	C0007556	NULL	DB00229	1	red
2499	-0.185606764388036	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	azacitidine	1.64e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	866	Azacytidine-5 [320-67-2]	C0004475	320-67-2	DB00928	1	red
3143	-0.184987477648712	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	mycophenolic acid	1.24e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	556	Mycophenolic acid [24280-93-1]	C0026933	24280-93-1	DB01024	1	red
2188	-0.184936060165576	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	nadolol	1.3e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	818	Nadolol [42200-33-9]	C0027302	42200-33-9	DB01203	1	red
565	-0.184243580100821	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	clozapine	1.22e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	350	Clozapine [5786-21-0]	C0009079	5786-21-0	DB00363	1	red
2965	-0.182000999536001	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	camptothecin	1.14e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	200	Camptothecine (S,+) [7689-03-4]	NULL	7689-03-4	DB04690	1	red
1675	-0.180232768022532	2e-05	0.000301980198019802	preeclampsia_vs_PretermControls	cmap	biperiden	1.14e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	502	Biperiden hydrochloride [1235-82-1]	C0304411	1235-82-1	DB00810	1	red
2442	-0.178758924369436	3e-05	0.000434679334916865	preeclampsia_vs_PretermControls	cmap	doxorubicin	6.8e-06	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	438	Doxorubicin hydrochloride [25316-40-9]	C1445757	25316-40-9	DB00997	1	red
1229	-0.175439474584528	4e-05	0.000512605042016807	preeclampsia_vs_PretermControls	cmap	trimethobenzamide	9.4e-06	6	HL60	HG-U133A	DMSO	Prestwick Chemical	80	Trimethobenzamide hydrochloride [554-92-7]	C0145932	554-92-7	DB00662	1	red
1107	-0.171229906196626	7e-05	0.000807183364839319	preeclampsia_vs_PretermControls	cmap	diphenhydramine	1.38e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	65	Diphenhydramine hydrochloride [147-24-0]	C1178484	147-24-0	DB01075	1	red
523	-0.170802048154584	7e-05	0.000807183364839319	preeclampsia_vs_PretermControls	cmap	geldanamycin	1e-06	6	PC3	HT_HG-U133A	DMSO	MP Biomedicals	195994	geldanamycin	EXPT01571	NULL	DB02424	1	red
60	-0.170484890877363	7e-05	0.000807183364839319	preeclampsia_vs_PretermControls	cmap	staurosporine	1e-06	6	MCF7	HG-U133A	DMSO	Calbiochem	569397	staurosporine	EXPT02970	NULL	DB02010	1	red
1394	-0.168026580437643	9e-05	0.000968253968253968	preeclampsia_vs_PretermControls	cmap	benzocaine	2.42e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	712	Benzocaine [94-09-7]	C0005059	94-09-7	DB01086	1	red
2191	-0.167753471632287	9e-05	0.000968253968253968	preeclampsia_vs_PretermControls	cmap	iodixanol	2.6e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	848	Iodixanol [92339-11-2]	C0063757	92339-11-2	DB01249	1	red
5610	-0.166641289116616	0.00012	0.00124914675767918	preeclampsia_vs_PretermControls	cmap	lomustine	1e-04	6	MCF7	HT_HG-U133A	DMSO	Sigma-Aldrich	L5918	lomustine	C0023972	NULL	DB01206	1	red
5616	-0.166177248401256	0.00012	0.00124914675767918	preeclampsia_vs_PretermControls	cmap	alsterpaullone	1e-05	6	MCF7	HT_HG-U133A	DMSO	Calbiochem	126870	Alsterpaullone	EXPT00590	NULL	DB04014	1	red
2313	-0.162031724173106	0.00022	0.00206779661016949	preeclampsia_vs_PretermControls	cmap	isometheptene	8.2e-06	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	1023	Isometheptene mucate	C0355634	NULL	DB06706	1	red
258	-0.160657403571106	0.00025	0.00222627737226277	preeclampsia_vs_PretermControls	cmap	resveratrol	5e-05	6	PC3	HG-U133A	DMSO	Sigma-Aldrich	R5010	resveratrol	EXPT02968	NULL	DB02709	1	red
1716	-0.158984927805217	0.00032	0.00280057388809182	preeclampsia_vs_PretermControls	cmap	tenoxicam	1.18e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	527	Tenoxicam [59804-37-4]	C0076096	59804-37-4	DB00469	1	red
2383	-0.157266457817296	0.00036	0.00302063273727648	preeclampsia_vs_PretermControls	cmap	mitoxantrone	7.8e-06	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	385	Mitoxantrone dihydrochloride [70476-82-3]	C0700458	70476-82-3	DB01204	1	red
1783	-0.156317718315653	0.00041	0.00338430311231394	preeclampsia_vs_PretermControls	cmap	thiamazole	3.5e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	786	Methimazole [60-56-0]	NULL	60-56-0	DB00763	1	red
1790	-0.15604717624456	0.00044	0.0036221322537112	preeclampsia_vs_PretermControls	cmap	sulfadimethoxine	1.28e-05	6	HL60	HT_HG-U133A	DMSO	Prestwick Chemical	728	Sulfadimethoxine [122-11-2]	C0038676	122-11-2	DB06150	1	red
429	-0.154892228624154	0.00051	0.00406666666666667	preeclampsia_vs_PretermControls	cmap	genistein	1e-05	6	MCF7	HT_HG-U133A_EA	DMSO	Calbiochem	345834	genistein	NULL	NULL	DB01645	1	red
3865	-0.153769944767191	0.00058	0.00446717171717172	preeclampsia_vs_PretermControls	cmap	daunorubicin	7e-06	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	487	Daunorubicin hydrochloride [23541-50-6]	C0724567	23541-50-6	DB00694	1	red
5377	-0.150405659930562	0.00085	0.00604312354312354	preeclampsia_vs_PretermControls	cmap	canrenoic acid	1e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	148	Canrenoic acid potassium salt [2181-04-6]	C0282085	2181-04-6	DB09015	1	red
5810	-0.149553669751053	0.00091	0.00626523702031603	preeclampsia_vs_PretermControls	cmap	isoxicam	1.2e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	44	Isoxicam [34552-84-6]	NULL	34552-84-6	DB08942	1	red
3205	-0.146457318852315	0.00127	0.0082855614973262	preeclampsia_vs_PretermControls	cmap	molindone	1.28e-05	6	PC3	HT_HG-U133A	DMSO	Prestwick Chemical	1035	Molindone hydrochloride [15622-65-8]	C0026388	15622-65-8	DB01618	1	red
3778	-0.146272596783269	0.00133	0.00863085106382979	preeclampsia_vs_PretermControls	cmap	zalcitabine	1.9e-05	6	MCF7	HT_HG-U133A	DMSO	Prestwick Chemical	1037	Zalcitabine [7481-89-2]	C0012132	7481-89-2	DB00943	1	red
6076	-0.140572873560021	0.00244	0.0138455813953488	preeclampsia_vs_PretermControls	cmap	irinotecan	1e-04	6	PC3	HT_HG-U133A	DMSO	Sigma-Aldrich	I1406	irinotecan HCl	C0594375	NULL	DB00762	1	red
